Loan_ID,Age,Employment_Type,Annual_Income_INR,Credit_Score,Loan_Purpose,Loan_Amount_INR,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Interest_Rate_Pct,Region,Loan_Status,Default_Flag
LN100652,50,Business Owner,639800,735,Education,619000,36,2,43.5,12.15,Central,Rejected,No
LN100653,23,Self-Employed,631500,713,Education,743000,12,1,50.2,12.18,West,Rejected,No
LN100654,39,Salaried,910600,755,Vehicle,762000,72,0,35.5,11.72,North,Approved,Yes
LN100655,30,Business Owner,482400,594,Business,398000,48,1,33.4,12.73,South,Rejected,No
LN100656,29,Salaried,386000,691,Business,552000,60,2,18.7,12.31,South,Approved,No
LN100657,54,Business Owner,3429100,610,Home,2098000,84,2,51.0,12.91,North,Rejected,No
LN100658,53,Salaried,438500,718,Education,508000,12,2,37.9,12.29,South,Approved,No
LN100659,41,Self-Employed,686800,807,Vehicle,1111000,60,2,33.6,10.29,North,Approved,No
LN100660,50,Salaried,285500,669,Personal,136000,24,3,33.0,12.8,West,Rejected,No
LN100661,26,Salaried,693000,708,Home,800000,48,0,36.3,11.68,South,Rejected,No
LN100662,29,Business Owner,389000,749,Vehicle,666000,72,1,41.3,11.23,North,Approved,No
LN100663,55,Salaried,509600,566,Business,510000,12,2,42.7,12.57,East,Rejected,No
LN100664,39,Salaried,1154900,666,Vehicle,2033000,84,0,51.3,11.93,Central,Rejected,No
LN100665,42,Salaried,842700,724,Personal,528000,60,1,34.9,11.57,Central,Approved,No
LN100666,39,Self-Employed,888600,512,Vehicle,941000,36,0,53.1,15.11,Central,Rejected,No
LN100667,29,Business Owner,245400,637,Vehicle,154000,12,0,44.7,12.4,Central,Rejected,No
LN100668,54,Student,119162,772,Personal,25000,60,0,31.3,9.89,South,Rejected,No
LN100669,51,Salaried,337500,765,Education,606000,48,2,12.0,11.26,East,Rejected,No
LN100670,48,Salaried,1506700,724,Education,766000,36,2,33.0,11.08,South,Rejected,No
LN100671,35,Salaried,1140000,757,Medical,2000000,48,0,50.7,12.61,Central,Approved,No
LN100672,46,Self-Employed,892900,714,Business,1081000,12,0,22.7,11.39,North,Rejected,No
LN100673,59,Student,179661,736,Personal,294000,84,0,33.0,11.57,East,Rejected,No
LN100674,46,Self-Employed,706500,679,Home,1232000,36,3,34.0,13.08,South,Approved,No
LN100675,40,Self-Employed,501700,708,Home,534000,48,3,43.3,12.68,Central,Rejected,No
LN100676,31,Salaried,660500,659,Home,1189000,60,0,27.3,11.36,South,Rejected,No
LN100677,41,Business Owner,566500,782,Medical,796000,60,2,21.6,10.34,Central,Approved,No
LN100678,35,Salaried,211800,799,Business,210000,72,0,38.8,10.15,Central,Approved,No
LN100679,45,Salaried,1204700,790,Personal,1462000,84,1,23.1,12.9,North,Approved,No
LN100680,22,Salaried,621600,673,Medical,267000,24,0,10.0,11.09,West,Rejected,No
LN100681,28,Salaried,497900,638,Home,59000,36,2,54.1,13.89,South,Rejected,No
LN100682,52,Salaried,477600,783,Personal,256000,60,0,43.1,11.27,South,Approved,No
LN100683,36,Salaried,791700,735,Home,665000,12,1,54.6,11.55,South,Rejected,No
LN100684,38,Salaried,397600,721,Education,194000,60,0,42.5,12.13,East,Approved,No
LN100685,42,Self-Employed,188000,659,Medical,183000,12,2,40.2,12.33,South,Approved,No
LN100686,38,Salaried,813100,728,Business,991000,84,1,36.4,12.47,West,Rejected,No
LN100687,51,Salaried,864800,629,Home,1051000,60,0,29.8,13.11,West,Approved,No
LN100688,30,Student,140603,741,Education,228000,60,1,38.1,11.44,South,Approved,No
LN100689,51,Business Owner,345700,790,Personal,602000,48,2,25.4,10.13,North,Approved,No
LN100690,29,Self-Employed,682600,806,Home,1102000,84,2,19.2,10.02,North,Approved,No
LN100691,35,Salaried,290500,746,Personal,335000,60,3,28.0,9.96,South,Approved,No
LN100692,44,Business Owner,369400,610,Personal,166000,72,4,47.5,12.94,Central,Rejected,No
LN100693,56,Salaried,430100,713,Education,733000,72,0,17.2,11.54,South,Rejected,No
LN100694,30,Salaried,1033900,839,Education,411000,12,1,17.4,9.75,West,Approved,No
LN100695,44,Business Owner,532500,644,Education,190000,12,0,39.1,11.77,Central,Rejected,No
LN100696,23,Self-Employed,508100,696,Medical,325000,24,1,27.0,11.92,South,Approved,No
LN100697,24,Business Owner,1904600,792,Vehicle,2048000,60,0,37.8,10.99,East,Approved,No
LN100698,51,Self-Employed,789000,740,Personal,993000,60,1,43.9,11.85,Central,Rejected,No
LN100699,49,Self-Employed,783200,850,Education,96000,36,1,37.5,10.71,East,Approved,No
LN100700,36,Salaried,530400,652,Personal,755000,84,1,24.4,12.39,North,Rejected,No
LN100701,45,Salaried,468200,636,Home,186000,24,0,47.4,12.53,West,Rejected,No
LN100702,36,Salaried,195300,780,Home,118000,60,2,40.9,11.27,Central,Rejected,No
LN100703,32,Salaried,1107400,622,Personal,717000,48,0,32.3,11.34,West,Rejected,No
LN100704,38,Business Owner,831800,687,Personal,553000,48,1,31.7,12.09,West,Rejected,No
LN100705,33,Salaried,589000,696,Education,820000,12,1,36.5,12.23,West,Approved,No
LN100706,53,Self-Employed,602700,767,Vehicle,102000,60,1,28.3,11.27,East,Approved,No
LN100707,37,Business Owner,974400,740,Medical,423000,60,0,12.4,12.55,South,Approved,No
LN100708,33,Business Owner,276400,730,Home,38000,36,0,41.0,12.12,Central,Rejected,No
LN100709,42,Salaried,469900,674,Home,669000,60,1,40.3,12.33,North,Approved,No
LN100710,51,Salaried,347900,779,Vehicle,617000,60,1,5.0,11.07,West,Approved,No
LN100711,31,Student,106584,850,Education,130000,36,0,38.1,12.46,South,Approved,No
LN100712,58,Self-Employed,1052100,745,Personal,1161000,60,2,53.1,12.37,West,Rejected,No
LN100713,39,Business Owner,193500,706,Personal,318000,48,0,18.5,10.08,West,Rejected,No
LN100714,47,Business Owner,282700,616,Personal,151000,72,0,31.1,12.98,West,Rejected,No
LN100715,59,Business Owner,604400,659,Personal,129000,60,1,29.8,11.68,North,Approved,No
LN100716,38,Salaried,501300,686,Vehicle,485000,24,1,51.9,11.29,East,Rejected,No
LN100717,28,Self-Employed,313700,665,Business,170000,60,0,45.5,13.83,North,Rejected,No
LN100718,50,Salaried,1894300,699,Home,1642000,36,1,21.5,12.81,North,Approved,No
LN100719,21,Self-Employed,771900,816,Education,676000,84,1,36.1,10.57,East,Approved,No
LN100720,39,Student,86067,781,Personal,55000,60,0,59.6,11.44,Central,Rejected,No
LN100721,60,Salaried,444200,690,Vehicle,412000,12,0,24.5,12.03,Central,Rejected,No
LN100722,37,Salaried,967000,621,Home,722000,60,1,31.9,12.03,East,Rejected,No
LN100723,48,Salaried,527300,787,Vehicle,154000,24,0,38.2,11.39,West,Rejected,No
LN100724,42,Student,229423,697,Personal,361000,72,1,24.7,11.37,South,Rejected,No
LN100725,29,Salaried,909600,588,Home,1175000,84,0,53.2,13.17,South,Approved,No
LN100726,33,Salaried,265300,746,Personal,45000,60,0,26.3,10.53,West,Approved,No
LN100727,41,Salaried,1564500,767,Business,464000,60,1,15.3,11.65,West,Approved,No
LN100728,25,Salaried,718600,542,Personal,190000,60,3,25.7,13.97,West,Rejected,No
LN100729,37,Salaried,1314900,646,Education,270000,48,3,39.8,12.58,North,Approved,No
LN100730,37,Salaried,359800,693,Business,72000,24,3,22.4,11.82,South,Rejected,No
LN100731,54,Salaried,391200,748,Education,144000,84,3,35.6,12.17,North,Approved,No
LN100732,25,Salaried,343100,666,Medical,529000,36,1,38.8,12.47,West,Approved,No
LN100733,54,Salaried,745900,646,Personal,1125000,36,0,17.5,13.31,South,Rejected,No
LN100734,37,Salaried,674000,747,Home,965000,24,1,25.2,10.56,South,Approved,No
LN100735,47,Salaried,503500,670,Business,577000,84,0,36.2,12.97,East,Approved,No
LN100736,43,Self-Employed,372100,735,Personal,495000,84,4,40.4,11.88,North,Rejected,No
LN100737,32,Salaried,323900,628,Vehicle,439000,36,0,25.5,11.65,South,Rejected,No
LN100738,58,Salaried,632900,612,Vehicle,1020000,36,1,33.8,14.35,West,Approved,No
LN100739,29,Salaried,503200,749,Personal,677000,72,1,28.6,13.22,South,Approved,No
LN100740,22,Salaried,445800,716,Personal,603000,48,0,40.7,11.97,East,Approved,No
LN100741,51,Salaried,1522100,760,Business,2233000,84,2,38.2,12.01,Central,Approved,No
LN100742,45,Salaried,621200,665,Education,650000,84,2,27.5,11.86,North,Approved,No
LN100743,56,Business Owner,1307000,648,Personal,604000,60,2,37.7,12.37,South,Rejected,No
LN100744,39,Salaried,484800,788,Personal,118000,24,0,27.0,10.4,West,Approved,No
LN100745,21,Salaried,743700,601,Personal,604000,60,1,37.5,12.06,East,Rejected,No
LN100746,21,Salaried,630500,781,Vehicle,161000,84,1,37.7,12.81,Central,Approved,No
LN100747,38,Salaried,255500,786,Vehicle,99000,36,1,60.5,12.02,North,Rejected,No
LN100748,30,Salaried,1425900,756,Business,200000,72,2,28.0,11.51,Central,Approved,No
LN100749,57,Business Owner,603400,655,Education,368000,48,2,30.3,11.78,East,Approved,No
LN100750,25,Business Owner,980000,647,Education,1714000,84,3,24.2,12.39,South,Approved,No
LN100751,56,Salaried,429800,686,Personal,320000,60,2,19.6,10.77,East,Approved,No
LN100752,29,Salaried,593700,616,Education,303000,24,3,26.5,12.02,South,Approved,No
LN100753,25,Salaried,403500,637,Home,317000,48,2,40.0,11.89,North,Approved,No
LN100754,31,Salaried,1282800,742,Home,785000,12,2,40.8,12.81,North,Approved,No
LN100755,26,Self-Employed,771400,742,Personal,961000,36,1,35.5,10.62,South,Approved,No
LN100756,37,Salaried,795400,632,Medical,937000,84,1,28.5,11.66,East,Approved,No
LN100757,34,Salaried,1371900,744,Vehicle,201000,36,1,26.1,10.09,North,Approved,No
LN100758,42,Business Owner,1227800,730,Home,1190000,84,2,21.0,10.89,North,Rejected,No
LN100759,42,Salaried,990200,798,Business,160000,24,2,25.3,10.75,South,Approved,No
LN100760,21,Salaried,297400,737,Education,372000,60,4,16.5,12.03,West,Rejected,No
LN100761,25,Self-Employed,443300,769,Medical,750000,84,0,48.3,11.73,Central,Approved,No
LN100762,27,Salaried,374200,731,Personal,615000,60,0,54.0,12.04,North,Rejected,No
LN100763,28,Salaried,969800,764,Education,436000,72,1,8.8,11.14,Central,Approved,No
LN100764,24,Salaried,714000,616,Vehicle,973000,84,0,35.5,12.47,West,Rejected,No
LN100765,33,Business Owner,302500,692,Vehicle,438000,60,1,35.3,13.86,Central,Rejected,No
LN100766,42,Salaried,585900,697,Business,920000,60,1,34.5,11.7,East,Approved,No
LN100767,33,Salaried,285800,684,Home,155000,12,0,24.9,12.27,East,Approved,No
LN100768,34,Salaried,631300,729,Business,547000,48,2,44.3,12.68,West,Approved,No
LN100769,39,Salaried,261500,741,Business,125000,36,2,36.9,11.39,East,Rejected,No
LN100770,42,Self-Employed,869400,725,Business,123000,72,1,44.4,12.25,Central,Rejected,No
LN100771,34,Salaried,800200,688,Business,977000,60,1,23.1,11.55,Central,Approved,No
LN100772,29,Self-Employed,1856300,652,Education,1547000,60,3,15.4,12.19,East,Rejected,No
LN100773,37,Self-Employed,1036200,771,Personal,541000,84,1,37.2,11.66,East,Approved,No
LN100774,21,Business Owner,515100,723,Business,793000,24,0,20.4,11.45,South,Approved,No
LN100775,40,Salaried,1019300,634,Vehicle,961000,84,2,44.7,12.06,West,Rejected,No
LN100776,58,Business Owner,301300,687,Home,540000,24,1,6.5,12.8,West,Approved,No
LN100777,36,Self-Employed,382800,587,Education,555000,36,1,26.4,13.2,West,Rejected,No
LN100778,25,Salaried,780700,702,Education,1232000,60,0,24.6,10.71,North,Rejected,No
LN100779,49,Business Owner,198300,687,Business,281000,36,0,28.0,11.73,Central,Rejected,No
LN100780,26,Business Owner,636800,663,Vehicle,178000,60,0,35.1,11.3,South,Rejected,No
LN100781,28,Salaried,370900,803,Personal,78000,60,2,36.8,11.85,South,Approved,No
LN100782,26,Business Owner,687200,625,Medical,1138000,72,1,39.7,12.8,North,Rejected,No
LN100783,56,Salaried,359300,746,Education,120000,24,1,41.1,11.89,North,Approved,No
LN100784,60,Self-Employed,820800,842,Business,628000,24,0,29.9,10.25,South,Rejected,No
LN100785,43,Student,170918,770,Home,194000,12,3,57.3,11.88,North,Approved,No
LN100786,45,Salaried,1404100,698,Home,646000,48,0,48.6,13.01,North,Rejected,No
LN100787,46,Business Owner,652400,626,Home,315000,24,0,28.3,13.26,North,Rejected,No
LN100788,45,Salaried,425900,611,Education,380000,36,0,30.4,13.29,North,Approved,No
LN100789,42,Business Owner,567500,673,Vehicle,405000,72,1,28.0,11.05,Central,Approved,No
LN100790,60,Self-Employed,310300,655,Vehicle,388000,84,0,36.4,12.36,East,Rejected,No
LN100791,50,Salaried,812700,653,Education,185000,72,0,20.3,12.29,North,Approved,No
LN100792,24,Salaried,899100,679,Home,837000,12,0,22.5,11.44,East,Rejected,No
LN100793,36,Salaried,2527600,693,Personal,1002000,60,1,6.0,10.27,East,Approved,No
LN100794,59,Salaried,461700,732,Home,522000,24,1,27.2,10.75,East,Approved,No
LN100795,37,Salaried,561000,620,Business,167000,36,2,44.8,14.03,South,Rejected,No
LN100796,29,Salaried,473600,656,Medical,206000,48,0,30.2,11.5,West,Approved,No
LN100797,55,Salaried,730400,690,Personal,1071000,84,2,30.8,12.11,North,Approved,No
LN100798,45,Salaried,801800,687,Personal,401000,60,0,35.3,12.1,North,Rejected,No
LN100799,43,Self-Employed,631200,819,Personal,854000,36,0,20.0,10.67,Central,Approved,No
LN100800,37,Self-Employed,1181400,715,Personal,667000,60,0,32.3,11.69,South,Rejected,No
LN100801,25,Self-Employed,463000,595,Medical,231000,84,2,42.7,13.68,North,Rejected,No
LN100802,36,Salaried,1118100,727,Medical,680000,12,0,35.7,11.93,North,Approved,No
LN100803,38,Business Owner,874100,735,Vehicle,1396000,72,0,43.7,11.6,West,Approved,No
LN100804,58,Self-Employed,645700,692,Personal,501000,36,0,47.2,12.5,North,Rejected,No
LN100805,33,Salaried,546600,621,Business,281000,24,1,40.0,11.96,South,Approved,No
LN100806,26,Salaried,2469200,814,Home,2500000,72,6,23.4,11.23,South,Approved,No
LN100807,38,Self-Employed,414700,630,Personal,313000,12,0,27.9,12.01,South,Rejected,No
LN100808,60,Salaried,765700,743,Personal,1105000,60,0,55.2,11.82,East,Approved,No
LN100809,40,Salaried,430200,713,Personal,767000,24,2,35.8,12.38,North,Approved,Yes
LN100810,36,Student,134777,739,Vehicle,134000,60,3,34.2,11.48,South,Rejected,No
LN100811,47,Salaried,1058600,811,Education,919000,60,0,21.7,10.63,North,Approved,No
LN100812,46,Salaried,447600,737,Home,306000,72,1,30.9,12.52,Central,Approved,No
LN100813,32,Student,134472,664,Personal,236000,72,1,40.6,11.85,East,Rejected,No
LN100814,59,Self-Employed,749000,772,Medical,690000,60,0,32.2,11.8,North,Approved,No
LN100815,44,Salaried,489200,659,Business,197000,36,1,25.8,12.86,North,Approved,No
LN100816,23,Business Owner,986300,711,Vehicle,1724000,24,2,28.6,12.67,West,Approved,No
LN100817,37,Business Owner,805200,616,Education,1396000,60,1,46.3,14.58,West,Approved,No
LN100818,57,Self-Employed,731900,633,Business,615000,48,0,40.0,12.31,South,Rejected,No
LN100819,36,Self-Employed,635200,703,Personal,440000,12,4,38.4,11.55,North,Rejected,No
LN100820,43,Salaried,823900,724,Personal,1035000,84,1,37.3,12.54,East,Rejected,No
LN100821,45,Salaried,737400,589,Vehicle,1113000,36,4,17.8,13.22,South,Approved,No
LN100822,49,Self-Employed,671500,732,Home,636000,12,1,35.3,11.3,North,Approved,No
LN100823,55,Salaried,456900,647,Business,303000,84,2,44.8,13.11,South,Approved,No
LN100824,26,Self-Employed,1650000,783,Personal,1010000,60,1,28.9,13.19,West,Rejected,No
LN100825,41,Business Owner,364800,677,Vehicle,239000,60,2,43.7,12.57,South,Approved,No
LN100826,42,Salaried,822400,627,Medical,247000,24,0,38.5,13.42,North,Rejected,No
LN100827,27,Self-Employed,545000,705,Personal,776000,48,1,41.9,13.34,North,Approved,No
LN100828,47,Salaried,1710800,640,Medical,476000,60,1,32.6,14.27,East,Rejected,No
LN100829,25,Business Owner,395500,782,Vehicle,307000,36,0,42.6,11.81,East,Approved,No
LN100830,39,Salaried,433800,700,Vehicle,659000,60,0,14.4,12.46,West,Approved,No
LN100831,34,Self-Employed,381300,690,Medical,300000,36,4,32.4,11.56,East,Rejected,No
LN100832,27,Self-Employed,776600,738,Medical,467000,36,0,40.6,11.95,East,Rejected,No
LN100833,53,Salaried,305500,635,Medical,523000,12,0,35.6,12.32,East,Rejected,No
LN100834,30,Self-Employed,499600,616,Business,157000,36,1,45.1,11.7,Central,Rejected,No
LN100835,31,Self-Employed,199000,727,Vehicle,319000,36,3,30.1,10.64,Central,Rejected,No
LN100836,55,Self-Employed,741900,629,Education,152000,60,3,25.4,12.73,South,Rejected,No
LN100837,56,Business Owner,493700,628,Vehicle,396000,60,1,12.3,12.42,West,Rejected,No
LN100838,22,Student,78674,754,Medical,92000,24,3,28.7,10.78,North,Rejected,No
LN100839,32,Salaried,1180900,734,Vehicle,861000,60,2,38.2,13.0,North,Approved,No
LN100840,49,Salaried,316600,619,Business,319000,36,0,41.1,12.12,South,Rejected,No
LN100841,52,Salaried,1007600,660,Medical,450000,48,2,15.2,12.11,West,Approved,No
LN100842,60,Business Owner,442000,641,Medical,472000,72,0,46.1,12.56,Central,Rejected,No
LN100843,43,Self-Employed,1568400,815,Medical,516000,60,0,20.3,10.89,West,Approved,No
LN100844,21,Salaried,981600,759,Personal,1427000,60,0,30.5,12.14,West,Rejected,No
LN100845,55,Salaried,373400,673,Vehicle,408000,36,0,25.2,12.6,North,Rejected,No
LN100846,27,Business Owner,392500,737,Medical,361000,24,1,37.0,12.35,Central,Approved,No
LN100847,25,Salaried,906900,612,Education,175000,60,1,33.1,13.16,North,Rejected,No
LN100848,47,Self-Employed,562700,656,Home,534000,60,1,40.1,11.69,Central,Rejected,No
LN100849,45,Salaried,592200,707,Medical,627000,60,2,54.1,13.32,North,Rejected,No
LN100850,23,Student,173728,729,Personal,96000,84,3,36.8,11.17,North,Rejected,No
LN100851,27,Salaried,430600,694,Personal,539000,36,2,25.1,11.83,East,Approved,No
LN100852,44,Salaried,683500,716,Home,158000,72,3,37.5,11.79,North,Approved,No
LN100853,31,Business Owner,1098800,705,Personal,500000,60,1,55.3,12.81,North,Approved,No
LN100854,48,Business Owner,1014300,689,Medical,1373000,36,0,39.9,11.97,West,Approved,No
LN100855,37,Salaried,595400,681,Personal,209000,12,1,43.3,12.35,West,Approved,No
LN100856,44,Salaried,554500,672,Vehicle,287000,60,0,12.9,12.9,South,Approved,No
LN100857,39,Self-Employed,249800,715,Personal,301000,36,1,36.6,11.11,East,Rejected,No
LN100858,35,Business Owner,363600,727,Business,487000,60,4,28.8,11.73,East,Approved,No
LN100859,34,Salaried,774400,713,Medical,145000,60,0,23.8,10.94,North,Approved,No
LN100860,48,Salaried,602500,623,Vehicle,190000,48,2,31.7,13.11,South,Rejected,No
LN100861,41,Business Owner,677300,635,Personal,581000,60,1,33.3,12.07,East,Approved,No
LN100862,44,Self-Employed,1151200,726,Education,1275000,60,2,24.5,11.66,Central,Rejected,No
LN100863,44,Business Owner,338300,796,Vehicle,295000,48,3,34.3,10.39,South,Rejected,No
LN100864,29,Self-Employed,570800,710,Education,685000,72,0,29.9,12.8,West,Approved,Yes
LN100865,57,Salaried,721100,673,Personal,999000,12,0,40.4,12.5,East,Rejected,No
LN100866,43,Business Owner,441300,715,Personal,756000,84,0,34.7,12.07,West,Approved,No
LN100867,49,Business Owner,1428400,626,Vehicle,992000,12,0,36.5,13.31,West,Rejected,No
LN100868,56,Business Owner,1071400,785,Education,404000,36,1,43.8,10.76,East,Approved,No
LN100869,57,Salaried,762500,712,Home,419000,60,0,38.7,11.67,North,Approved,No
LN100870,47,Salaried,1743800,656,Home,614000,24,1,31.9,12.49,Central,Rejected,No
LN100871,52,Business Owner,285000,689,Personal,220000,36,0,7.0,10.25,East,Approved,No
LN100872,39,Salaried,647200,666,Education,1025000,24,3,38.2,11.29,East,Approved,No
LN100873,50,Student,65410,785,Home,45000,60,1,21.1,10.5,East,Approved,No
LN100874,33,Salaried,393100,687,Medical,139000,60,2,31.0,11.31,North,Rejected,No
LN100875,49,Self-Employed,766900,710,Education,758000,12,2,36.5,11.82,East,Approved,No
LN100876,24,Business Owner,353700,737,Business,632000,48,0,48.0,12.49,East,Rejected,No
LN100877,57,Salaried,950300,652,Personal,399000,36,2,54.1,13.49,South,Rejected,No
LN100878,30,Salaried,1163000,713,Personal,1654000,84,0,20.9,12.91,North,Rejected,No
LN100879,47,Self-Employed,755000,718,Personal,1132000,24,1,16.2,11.47,West,Approved,No
LN100880,21,Self-Employed,234600,599,Home,184000,60,2,35.9,13.04,South,Rejected,No
LN100881,27,Salaried,381900,716,Business,440000,48,1,34.9,11.95,West,Rejected,No
LN100882,60,Self-Employed,886700,697,Business,740000,60,1,17.6,11.91,North,Rejected,No
LN100883,54,Business Owner,657600,708,Vehicle,359000,84,0,31.8,12.23,East,Rejected,No
LN100884,29,Salaried,147700,702,Business,122000,36,2,39.2,12.83,North,Approved,No
LN100885,26,Salaried,1287600,717,Personal,337000,60,0,17.2,12.16,West,Approved,No
LN100886,53,Salaried,700700,787,Medical,912000,48,2,20.1,11.4,East,Approved,No
LN100887,60,Salaried,414300,623,Business,625000,60,2,24.3,13.51,South,Rejected,No
LN100888,27,Salaried,1123500,678,Home,699000,36,3,29.5,12.16,Central,Rejected,No
LN100889,47,Salaried,447800,743,Business,476000,36,2,40.3,11.46,South,Rejected,No
LN100890,32,Self-Employed,445100,731,Medical,220000,24,0,28.1,11.37,South,Rejected,No
LN100891,50,Salaried,791600,730,Personal,251000,24,0,32.7,11.73,West,Rejected,No
LN100892,37,Student,172305,850,Home,212000,84,2,59.0,10.74,East,Approved,No
LN100893,26,Salaried,1587500,740,Business,521000,60,1,20.5,10.99,West,Rejected,No
LN100894,33,Salaried,792200,774,Personal,1132000,36,2,24.2,10.44,Central,Rejected,No
LN100895,42,Business Owner,838200,680,Vehicle,471000,60,3,40.1,12.63,West,Rejected,No
LN100896,52,Business Owner,1004600,635,Business,1498000,60,2,43.9,13.09,North,Rejected,No
LN100897,21,Salaried,325600,680,Personal,237000,36,1,37.0,11.07,North,Rejected,No
LN100898,59,Salaried,926400,746,Business,674000,48,1,53.7,11.74,Central,Rejected,No
LN100899,46,Salaried,434100,726,Personal,597000,60,1,35.8,13.19,North,Approved,No
LN100900,56,Self-Employed,774400,726,Education,749000,36,0,8.3,11.67,East,Rejected,No
LN100901,58,Salaried,573600,686,Medical,253000,60,0,33.2,12.49,Central,Rejected,No
LN100902,27,Salaried,856300,676,Personal,1324000,36,0,25.1,11.58,West,Rejected,No
LN100903,24,Salaried,693600,688,Personal,470000,12,2,48.6,12.74,North,Rejected,No
LN100904,52,Salaried,120000,747,Vehicle,33000,60,1,43.6,11.93,West,Rejected,No
LN100905,28,Student,152358,755,Home,123000,60,2,12.9,10.55,South,Rejected,No
LN100906,26,Self-Employed,925300,635,Personal,995000,84,0,48.2,12.6,Central,Rejected,No
LN100907,39,Salaried,830700,750,Vehicle,944000,24,2,43.3,11.58,East,Approved,No
LN100908,57,Salaried,614300,658,Medical,934000,60,0,28.1,11.22,East,Rejected,No
LN100909,52,Salaried,1603800,730,Medical,1637000,84,2,31.1,10.84,North,Rejected,No
LN100910,41,Salaried,771400,688,Business,371000,60,3,48.7,12.4,South,Rejected,No
LN100911,28,Business Owner,826900,802,Education,451000,84,0,8.3,10.02,South,Approved,No
LN100912,34,Business Owner,1154500,673,Personal,313000,84,1,37.3,12.16,West,Rejected,No
LN100913,48,Business Owner,793500,712,Home,1072000,72,2,45.1,11.13,East,Rejected,No
LN100914,27,Student,148290,739,Business,42000,84,0,30.9,12.25,Central,Approved,No
LN100915,41,Student,233300,643,Vehicle,264000,60,2,39.8,14.13,North,Rejected,No
LN100916,21,Student,245651,695,Medical,274000,48,1,33.2,12.81,South,Rejected,No
LN100917,34,Salaried,987800,683,Vehicle,1418000,84,1,22.6,12.72,East,Rejected,No
LN100918,30,Salaried,535300,667,Education,121000,72,1,22.3,12.48,West,Approved,No
LN100919,48,Salaried,1009900,671,Medical,449000,24,0,40.5,12.66,East,Rejected,No
LN100920,57,Self-Employed,705400,772,Personal,1161000,36,0,24.4,11.32,South,Approved,No
LN100921,26,Salaried,1320000,661,Business,1416000,36,0,13.7,11.24,North,Approved,Yes
LN100922,52,Business Owner,552600,737,Medical,485000,72,2,33.5,12.25,West,Rejected,No
LN100923,47,Self-Employed,840600,720,Personal,1153000,36,0,25.8,12.15,Central,Approved,Yes
LN100924,59,Self-Employed,858500,609,Vehicle,1403000,36,1,17.6,12.07,West,Approved,No
LN100925,57,Salaried,1484500,734,Personal,812000,60,1,32.9,12.14,West,Rejected,No
LN100926,25,Salaried,254300,608,Business,415000,12,2,41.2,12.51,East,Rejected,No
LN100927,50,Salaried,505100,741,Medical,144000,84,5,32.2,11.26,West,Approved,No
LN100928,44,Business Owner,1036600,667,Vehicle,1827000,48,1,19.2,12.51,West,Approved,No
LN100929,25,Self-Employed,1521100,701,Personal,578000,24,2,37.8,12.46,North,Rejected,No
LN100930,31,Self-Employed,741700,616,Education,410000,36,0,44.4,12.84,South,Rejected,No
LN100931,58,Salaried,553300,708,Personal,146000,60,0,58.6,12.38,Central,Approved,No
LN100932,42,Salaried,985700,760,Business,1445000,60,1,49.3,12.1,Central,Approved,No
LN100933,34,Salaried,1048100,648,Business,1858000,48,0,19.9,10.85,West,Rejected,No
LN100934,33,Business Owner,533300,661,Vehicle,323000,36,0,42.3,12.06,South,Rejected,No
LN100935,54,Business Owner,779500,730,Vehicle,509000,84,1,35.1,10.98,West,Rejected,No
LN100936,32,Salaried,1244200,731,Education,715000,60,0,18.2,11.44,South,Approved,No
LN100937,27,Student,169689,542,Home,62000,60,0,35.4,14.14,South,Rejected,No
LN100938,43,Salaried,977900,831,Vehicle,1407000,48,1,55.0,11.89,East,Rejected,No
LN100939,60,Business Owner,666000,734,Business,135000,84,1,46.4,11.75,East,Approved,No
LN100940,28,Salaried,631000,745,Vehicle,1101000,60,0,19.8,10.87,South,Approved,No
LN100941,31,Salaried,883200,691,Education,1481000,48,2,32.2,11.57,East,Rejected,No
LN100942,39,Business Owner,609900,579,Personal,184000,84,0,37.9,14.54,West,Rejected,No
LN100943,28,Salaried,721500,744,Education,722000,72,1,11.2,11.2,North,Approved,No
LN100944,47,Salaried,363300,663,Education,650000,60,3,11.7,11.95,South,Approved,No
LN100945,31,Salaried,1326600,735,Medical,2056000,60,0,33.9,10.31,West,Rejected,No
LN100946,26,Salaried,347200,686,Home,457000,48,3,34.0,11.36,Central,Rejected,No
LN100947,31,Self-Employed,512500,715,Vehicle,71000,60,0,9.9,11.32,Central,Approved,No
LN100948,58,Business Owner,685800,650,Personal,148000,24,0,36.7,12.19,North,Rejected,No
LN100949,58,Business Owner,1943100,756,Education,2817000,60,2,45.0,12.0,East,Approved,No
LN100950,41,Salaried,515200,623,Education,381000,36,0,29.4,12.66,West,Rejected,No
LN100951,37,Self-Employed,450600,846,Education,557000,36,0,32.7,11.29,South,Approved,No
LN100952,53,Salaried,480100,845,Vehicle,651000,84,2,38.9,9.73,West,Approved,No
LN100953,28,Salaried,1618700,806,Business,1324000,24,2,37.3,10.54,South,Rejected,No
LN100954,47,Salaried,138400,783,Vehicle,48000,72,1,12.0,10.79,West,Approved,No
LN100955,48,Student,185799,695,Vehicle,141000,36,0,21.1,11.34,North,Rejected,No
LN100956,49,Business Owner,2919500,776,Vehicle,4615000,12,0,27.2,11.08,South,Approved,No
